p,refinements,shyness,smoothing,threshold,cells,dofs,gmg_its,gmg_time,sweep_time,amg_its,amg_time
1,4,3,2,1.,262144,274625,11,1.86938,0.0854154,24,1.05666
1,4,3,3,0.5,262144,274625,13,2.56926,0.111496,22,0.969601
1,4,3,3,1.,262144,274625,10,1.97761,0.0931951,24,1.05778
1,4,4,2,0.5,262144,274625,13,2.27982,0.101687,22,0.954875
1,4,4,2,1.,262144,274625,11,1.80244,0.0832471,24,1.05931
1,4,4,3,0.5,262144,274625,13,2.53771,0.102867,22,0.967623
1,4,4,3,1.,262144,274625,10,1.89615,0.0907409,24,1.07133
1,5,1,2,0.5,2097152,2146689,15,21.2341,0.811898,23,9.02907
1,5,1,2,1.,2097152,2146689,12,17.0483,0.718528,25,9.72529
1,5,1,3,0.5,2097152,2146689,15,23.2008,0.85416,23,8.8945
1,5,1,3,1.,2097152,2146689,11,16.8531,0.801501,25,9.91273
1,5,2,2,0.5,2097152,2146689,15,21.2372,0.81678,23,9.08019
1,5,2,2,1.,2097152,2146689,12,16.6872,0.73179,25,9.96147
1,5,2,3,0.5,2097152,2146689,15,22.9802,0.852548,23,8.79513
1,5,2,3,1.,2097152,2146689,11,17.1128,0.800469,25,9.65998
1,5,3,2,0.5,2097152,2146689,15,20.9173,0.797045,23,9.14013
1,5,3,2,1.,2097152,2146689,12,16.442,0.729427,25,9.72114
1,5,3,3,0.5,2097152,2146689,15,22.503,0.838193,23,9.02799
1,5,3,3,1.,2097152,2146689,11,16.6685,0.752145,25,9.58074
1,5,4,2,0.5,2097152,2146689,15,20.5422,0.775307,23,9.03947
1,5,4,2,1.,2097152,2146689,12,16.3586,0.725008,25,9.59293
1,5,4,3,0.5,2097152,2146689,15,22.336,0.859526,23,9.01526
1,5,4,3,1.,2097152,2146689,11,16.3029,0.762706,25,9.78832
1,6,1,2,0.5,16777216,16974593,15,198.944,8.11973,24,81.6781
1,6,1,2,1.,16777216,16974593,13,171.956,8.1785,26,94.3007
1,6,1,3,0.5,16777216,16974593,15,209.288,8.45931,24,85.2167
1,6,1,3,1.,16777216,16974593,12,168.463,8.57035,26,94.3789
1,6,2,2,0.5,16777216,16974593,15,198.584,8.10489,24,83.6847
1,6,2,2,1.,16777216,16974593,13,172.766,7.20868,26,94.7993
1,6,2,3,0.5,16777216,16974593,15,210.767,8.48528,24,86.1756
1,6,2,3,1.,16777216,16974593,12,168.337,8.2006,26,93.6621
1,6,3,2,0.5,16777216,16974593,15,198.339,8.30878,24,83.4633
1,6,3,2,1.,16777216,16974593,13,171.331,7.75946,26,92.0098
1,6,3,3,0.5,16777216,16974593,15,207.492,8.61205,24,85.6736
1,6,3,3,1.,16777216,16974593,12,167.468,7.98715,26,94.3185
1,6,4,2,0.5,16777216,16974593,15,194.065,8.08783,24,83.3863
1,6,4,2,1.,16777216,16974593,13,171.34,6.25226,26,93.1113
1,6,4,3,0.5,16777216,16974593,15,202.2,8.44832,24,84.9029
1,6,4,3,1.,16777216,16974593,12,165.147,8.4019,26,91.6005
2,2,1,2,0.5,4096,35937,17,0.716492,0.0154247,,
2,2,1,2,1.,4096,35937,7,0.222328,0.0118733,,
2,2,1,3,0.5,4096,35937,18,0.918064,0.0553072,,
2,2,1,3,1.,4096,35937,7,0.282293,0.0151703,,
2,2,2,2,0.5,4096,35937,17,0.697576,0.014928,,
2,2,2,2,1.,4096,35937,7,0.216342,0.0114889,,
2,2,2,3,0.5,4096,35937,18,0.923473,0.0193104,,
2,2,2,3,1.,4096,35937,7,0.272876,0.0146896,,
2,2,3,2,0.5,4096,35937,15,0.597843,0.0143613,,
2,2,3,2,1.,4096,35937,7,0.20665,0.0109125,,
2,2,3,3,0.5,4096,35937,16,0.791488,0.0184433,,
2,2,3,3,1.,4096,35937,7,0.257301,0.013879,,
2,2,4,2,0.5,4096,35937,15,0.573054,0.0137444,,
2,2,4,2,1.,4096,35937,7,0.198392,0.0104989,,
2,2,4,3,0.5,4096,35937,16,0.759511,0.0175068,,
2,2,4,3,1.,4096,35937,7,0.245583,0.0133,,
2,3,1,2,0.5,32768,274625,11,3.65226,0.165149,,
2,3,1,2,1.,32768,274625,9,2.82561,0.197272,,
2,3,1,3,0.5,32768,274625,13,5.20236,0.214845,,
2,3,1,3,1.,32768,274625,8,3.03072,0.283128,,
2,3,2,2,0.5,32768,274625,11,3.61183,0.164308,,
2,3,2,2,1.,32768,274625,9,2.77345,0.195804,,
2,3,2,3,0.5,32768,274625,13,5.14163,0.215212,,
2,3,2,3,1.,32768,274625,8,2.96872,0.283699,,
2,3,3,2,0.5,32768,274625,11,3.51034,0.160486,,
2,3,3,2,1.,32768,274625,9,2.70441,0.193316,,
2,3,3,3,0.5,32768,274625,13,4.94344,0.208163,,
2,3,3,3,1.,32768,274625,8,2.91227,0.24151,,
2,3,4,2,0.5,32768,274625,11,3.43004,0.160157,,
2,3,4,2,1.,32768,274625,9,2.65113,0.191463,,
2,3,4,3,0.5,32768,274625,12,4.42335,0.20933,,
2,3,4,3,1.,32768,274625,8,2.82952,0.235203,,
2,4,1,2,0.5,262144,2146689,100,218.099,1.21919,,
2,4,1,2,1.,262144,2146689,10,22.2493,1.31205,,
2,4,1,3,0.5,262144,2146689,100,252.183,1.71013,,
2,4,1,3,1.,262144,2146689,9,23.1587,1.51545,,
2,4,2,2,0.5,262144,2146689,100,217.141,1.49065,,
2,4,2,2,1.,262144,2146689,10,22.1325,1.30392,,
2,4,2,3,0.5,262144,2146689,100,248.752,1.40497,,
2,4,2,3,1.,262144,2146689,9,23.1206,1.55763,,
2,4,3,2,0.5,262144,2146689,100,213.254,1.48303,,
2,4,3,2,1.,262144,2146689,10,21.9759,1.49904,,
2,4,3,3,0.5,262144,2146689,100,242.754,1.69303,,
2,4,3,3,1.,262144,2146689,9,22.6687,1.51001,,
2,4,4,2,0.5,262144,2146689,100,209.75,1.45078,,
2,4,4,2,1.,262144,2146689,10,21.5465,1.46442,,
2,4,4,3,0.5,262144,2146689,100,240.059,1.67295,,
2,4,4,3,1.,262144,2146689,9,22.1233,1.46125,,
2,5,1,2,0.5,2097152,16974593,100,2043.23,13.2938,,
2,5,1,2,1.,2097152,16974593,12,245.014,13.9644,,
2,5,1,3,0.5,2097152,16974593,100,2246.51,14.1401,,
2,5,1,3,1.,2097152,16974593,10,228.803,15.1649,,
2,5,2,2,0.5,2097152,16974593,100,2036.41,13.1983,,
2,5,2,2,1.,2097152,16974593,12,244.064,13.9706,,
2,5,2,3,0.5,2097152,16974593,100,2230.29,14.5805,,
2,5,2,3,1.,2097152,16974593,10,226.913,14.5757,,
2,5,3,2,0.5,2097152,16974593,100,2011.35,13.2575,,
2,5,3,2,1.,2097152,16974593,12,242.518,13.8274,,
2,5,3,3,0.5,2097152,16974593,100,2207.45,14.2529,,
2,5,3,3,1.,2097152,16974593,10,223.861,14.2484,,
2,5,4,2,0.5,2097152,16974593,100,2000.01,13.2282,,
2,5,4,2,1.,2097152,16974593,12,241.114,12.8774,,
2,5,4,3,0.5,2097152,16974593,100,2175.95,14.3571,,
2,5,4,3,1.,2097152,16974593,10,221.395,13.6545,,
2,6,1,2,1.,16777216,135005697,,,,,
3,2,1,2,0.5,4096,117649,9,3.05497,0.295989,,
3,2,1,2,1.,4096,117649,8,2.17799,0.278202,,
3,2,1,3,0.5,4096,117649,8,3.68114,0.406502,,
3,2,1,3,1.,4096,117649,7,2.44947,0.330208,,
3,2,2,2,0.5,4096,117649,12,3.93416,0.301331,,
3,2,2,2,1.,4096,117649,8,2.13652,0.274623,,
3,2,2,3,0.5,4096,117649,38,15.4618,0.397884,,
3,2,2,3,1.,4096,117649,7,2.41478,0.345281,,
3,2,3,2,0.5,4096,117649,52,15.4254,0.267925,,
3,2,3,2,1.,4096,117649,8,2.09953,0.245084,,
3,2,3,3,0.5,4096,117649,53,20.4333,0.400123,,
3,2,3,3,1.,4096,117649,8,2.60993,0.324132,,
3,2,4,2,0.5,4096,117649,29,8.34025,0.266017,,
3,2,4,2,1.,4096,117649,8,2.02687,0.243986,,
3,2,4,3,0.5,4096,117649,100,37.0767,0.368885,,
3,2,4,3,1.,4096,117649,7,2.2556,0.342476,,
3,3,1,2,0.5,32768,912673,100,205.665,1.64728,,
3,3,1,2,1.,32768,912673,12,23.595,1.8332,,
3,3,1,3,0.5,32768,912673,100,254.404,2.06692,,
3,3,1,3,1.,32768,912673,10,24.4486,2.3225,,
3,3,2,2,0.5,32768,912673,100,203.951,1.65327,,
3,3,2,2,1.,32768,912673,12,23.3623,1.79502,,
3,3,2,3,0.5,32768,912673,100,251.134,2.03442,,
3,3,2,3,1.,32768,912673,10,24.0215,2.22984,,
3,3,3,2,0.5,32768,912673,100,198.341,1.60526,,
3,3,3,2,1.,32768,912673,12,23.0117,1.81938,,
3,3,3,3,0.5,32768,912673,100,244.542,1.97111,,
3,3,3,3,1.,32768,912673,10,23.7052,2.25003,,
3,3,4,2,0.5,32768,912673,100,196.936,1.60977,,
3,3,4,2,1.,32768,912673,12,22.5196,1.78232,,
3,3,4,3,0.5,32768,912673,82,194.326,1.98434,,
3,3,4,3,1.,32768,912673,9,21.0554,2.2208,,
3,4,1,2,0.5,262144,7189057,100,1885.29,17.1534,,
3,4,1,2,1.,262144,7189057,15,275.671,15.8536,,
3,4,1,3,0.5,262144,7189057,41,949.145,18.4718,,
3,4,1,3,1.,262144,7189057,11,243.394,17.4894,,
3,4,2,2,0.5,262144,7189057,100,1876.23,16.8487,,
3,4,2,2,1.,262144,7189057,15,274.428,16.1129,,
3,4,2,3,0.5,262144,7189057,100,2271.37,18.4525,,
3,4,2,3,1.,262144,7189057,11,237.671,17.627,,
3,4,3,2,0.5,262144,7189057,100,1859.04,16.722,,
3,4,3,2,1.,262144,7189057,15,270.47,15.9507,,
3,4,3,3,0.5,262144,7189057,100,2211.39,19.0149,,
3,4,3,3,1.,262144,7189057,11,235.696,17.9366,,
3,4,4,2,0.5,262144,7189057,100,1833.77,16.846,,
3,4,4,2,1.,262144,7189057,15,263.224,14.8729,,
3,4,4,3,0.5,262144,7189057,100,2141.84,18.7276,,
3,4,4,3,1.,262144,7189057,11,229.933,16.8071,,
3,5,1,2,1.,2097152,57066625,,,,,
