p,refinements,shyness,smoothing,threshold,cells,dofs,gmg_its,gmg_time,sweep_time,amg_its,amg_time
3,4,1,2,0.5,4096,37249,9,0.217213,0.00802874,,
3,4,1,2,0.75,4096,37249,8,0.192963,0.00799367,,
3,4,1,2,1.,4096,37249,10,0.230033,0.00786169,,
3,4,1,3,0.25,4096,37249,9,0.246638,0.00890512,,
3,4,1,3,0.5,4096,37249,9,0.242431,0.00877844,,
3,4,1,3,0.75,4096,37249,8,0.213888,0.00865165,,
3,4,1,3,1.,4096,37249,8,0.207748,0.008462,,
3,4,2,1,0.25,4096,37249,10,0.213901,0.00744472,,
3,4,2,1,0.5,4096,37249,9,0.190344,0.00729562,,
3,4,2,1,0.75,4096,37249,10,0.205561,0.00719007,,
3,4,2,1,1.,4096,37249,14,0.274,0.00704035,,
3,4,2,2,0.25,4096,37249,9,0.217396,0.00802754,,
3,4,2,2,0.5,4096,37249,9,0.213142,0.00792588,,
3,4,2,2,0.75,4096,37249,8,0.188746,0.00781978,,
3,4,2,2,1.,4096,37249,10,0.223458,0.00775204,,
3,4,2,3,0.25,4096,37249,9,0.240269,0.00873326,,
3,4,2,3,0.5,4096,37249,9,0.235806,0.00866239,,
3,4,2,3,0.75,4096,37249,8,0.207566,0.00832129,,
3,4,2,3,1.,4096,37249,8,0.201213,0.00825498,,
3,4,3,1,0.25,4096,37249,10,0.208789,0.00731959,,
3,4,3,1,0.5,4096,37249,9,0.185161,0.00708948,,
3,4,3,1,0.75,4096,37249,10,0.199966,0.00699353,,
3,4,3,1,1.,4096,37249,15,0.285373,0.0068999,,
3,4,3,2,0.25,4096,37249,9,0.207366,0.00777576,,
3,4,3,2,0.5,4096,37249,9,0.203289,0.00759835,,
3,4,3,2,0.75,4096,37249,8,0.178619,0.00753662,,
3,4,3,2,1.,4096,37249,10,0.214392,0.00744569,,
3,4,3,3,0.25,4096,37249,9,0.225668,0.00830695,,
3,4,3,3,0.5,4096,37249,9,0.220099,0.00807949,,
3,4,3,3,0.75,4096,37249,8,0.194065,0.00805637,,
3,4,3,3,1.,4096,37249,8,0.190222,0.00783725,,
3,5,1,1,0.25,16384,148225,20,1.9844,0.052452,,
3,5,1,1,0.5,16384,148225,12,1.23387,0.0510256,,
3,5,1,1,0.75,16384,148225,12,1.22166,0.0549147,,
3,5,1,1,1.,16384,148225,17,1.64789,0.0555522,,
3,5,1,2,0.25,16384,148225,19,2.00493,0.0510271,,
3,5,1,2,0.5,16384,148225,10,1.1111,0.050946,,
3,5,1,2,0.75,16384,148225,10,1.10876,0.052452,,
3,5,1,2,1.,16384,148225,11,1.181,0.0541784,,
3,5,1,3,0.25,16384,148225,41,4.51633,0.0492799,,
3,5,1,3,0.5,16384,148225,10,1.16864,0.050775,,
3,5,1,3,0.75,16384,148225,10,1.16205,0.0527273,,
3,5,1,3,1.,16384,148225,9,1.04661,0.0522987,,
3,5,2,1,0.25,16384,148225,20,1.96421,0.0507688,,
3,5,2,1,0.5,16384,148225,12,1.22288,0.0539458,,
3,5,2,1,0.75,16384,148225,12,1.21267,0.0541327,,
3,5,2,1,1.,16384,148225,17,1.62924,0.0528671,,
3,5,2,2,0.25,16384,148225,19,1.98105,0.0517546,,
3,5,2,2,0.5,16384,148225,10,1.10338,0.051765,,
3,5,2,2,0.75,16384,148225,10,1.0954,0.0517372,,
3,5,2,2,1.,16384,148225,11,1.16457,0.0543628,,
3,5,2,3,0.25,16384,148225,41,4.46324,0.0502334,,
3,5,2,3,0.5,16384,148225,10,1.15433,0.0503094,,
3,5,2,3,0.75,16384,148225,10,1.14498,0.0518082,,
3,5,2,3,1.,16384,148225,9,1.02741,0.0525876,,
3,5,3,1,0.25,16384,148225,20,1.9343,0.0526502,,
3,5,3,1,0.5,16384,148225,13,1.29338,0.0515261,,
3,5,3,1,0.75,16384,148225,14,1.3713,0.0549942,,
3,5,3,1,1.,16384,148225,22,2.05119,0.0533448,,
3,5,3,2,0.25,16384,148225,19,1.93354,0.0511203,,
3,5,3,2,0.5,16384,148225,10,1.07766,0.0513448,,
3,5,3,2,0.75,16384,148225,10,1.04067,0.0517977,,
3,5,3,2,1.,16384,148225,12,1.23526,0.0526584,,
3,5,3,3,0.25,16384,148225,18,1.91167,0.0501015,,
3,5,3,3,0.5,16384,148225,10,1.11721,0.0510937,,
3,5,3,3,0.75,16384,148225,10,1.10749,0.0527466,,
3,5,3,3,1.,16384,148225,9,1.00074,0.0518822,,
3,7,1,1,0.25,262144,2362369,55,89.4017,1.11423,,
3,7,1,1,0.5,262144,2362369,22,35.888,1.09914,,
3,7,1,1,0.75,262144,2362369,22,35.7672,0.996966,,
3,7,1,1,1.,262144,2362369,73,118.84,0.99552,,
3,7,1,2,0.25,262144,2362369,51,84.777,1.14708,,
3,7,1,2,0.5,262144,2362369,14,24.0495,1.10862,,
3,7,1,2,0.75,262144,2362369,14,23.8202,0.986724,,
3,7,1,2,1.,262144,2362369,18,30.1665,1.00914,,
3,7,1,3,0.25,262144,2362369,73,123.766,1.09346,,
3,7,1,3,0.5,262144,2362369,13,22.9036,1.14608,,
3,7,1,3,0.75,262144,2362369,13,22.6262,0.914546,,
3,7,1,3,1.,262144,2362369,13,22.4801,0.920111,,
3,7,2,1,0.25,262144,2362369,54,87.9485,1.09852,,
3,7,2,1,0.5,262144,2362369,22,35.9254,1.11783,,
3,7,2,1,0.75,262144,2362369,22,35.8536,0.953798,,
3,7,2,1,1.,262144,2362369,72,116.29,0.951239,,
3,7,2,2,0.25,262144,2362369,51,84.3519,1.08875,,
3,7,2,2,0.5,262144,2362369,14,23.9672,1.1306,,
3,7,2,2,0.75,262144,2362369,14,23.7721,0.989874,,
3,7,2,2,1.,262144,2362369,18,29.9605,0.992219,,
3,7,2,3,0.25,262144,2362369,73,123.403,1.14128,,
3,7,2,3,0.5,262144,2362369,13,22.7356,1.1278,,
3,7,2,3,0.75,262144,2362369,13,22.594,0.983969,,
3,7,2,3,1.,262144,2362369,13,22.4981,0.987256,,
3,7,3,1,0.25,262144,2362369,46,74.4691,1.11429,,
3,7,3,1,0.5,262144,2362369,24,38.6868,1.09391,,
3,7,3,1,0.75,262144,2362369,26,41.862,0.952806,,
3,7,3,1,1.,262144,2362369,70,112.963,0.954393,,
3,7,3,2,0.25,262144,2362369,38,63.1609,1.10525,,
3,7,3,2,0.5,262144,2362369,14,23.7955,1.12715,,
3,7,3,2,0.75,262144,2362369,15,25.0962,0.987179,,
3,7,3,2,1.,262144,2362369,21,34.4562,0.993741,,
3,7,3,3,0.25,262144,2362369,50,83.4975,1.14498,,
3,7,3,3,0.5,262144,2362369,12,20.9264,1.14509,,
3,7,3,3,0.75,262144,2362369,13,22.288,0.998642,,
3,7,3,3,1.,262144,2362369,13,22.1907,0.918952,,
3,8,1,1,0.25,1048576,9443329,100,724.293,5.74816,,
3,8,1,1,0.5,1048576,9443329,55,396.875,5.62392,,
3,8,1,1,0.75,1048576,9443329,26,188.034,4.54066,,
3,8,1,1,1.,1048576,9443329,100,721.733,4.71529,,
3,8,1,2,0.25,1048576,9443329,100,730.698,5.6461,,
3,8,1,2,0.5,1048576,9443329,72,528.592,5.55323,,
3,8,1,2,0.75,1048576,9443329,16,117.86,5.11379,,
3,8,1,2,1.,1048576,9443329,24,174.34,5.38585,,
3,8,1,3,0.25,1048576,9443329,100,739.911,5.69823,,
3,8,1,3,0.5,1048576,9443329,100,740.746,5.49355,,
3,8,1,3,0.75,1048576,9443329,14,105.289,5.14846,,
3,8,1,3,1.,1048576,9443329,15,111.09,5.3135,,
3,8,2,1,0.25,1048576,9443329,100,719.727,5.61638,,
3,8,2,1,0.5,1048576,9443329,55,399.17,5.57583,,
3,8,2,1,0.75,1048576,9443329,26,185.211,5.25561,,
3,8,2,1,1.,1048576,9443329,100,717.851,5.2919,,
3,8,2,2,0.25,1048576,9443329,90,651.962,5.41124,,
3,8,2,2,0.5,1048576,9443329,69,502.853,5.72676,,
3,8,2,2,0.75,1048576,9443329,16,118.34,5.17391,,
3,8,2,2,1.,1048576,9443329,24,173.241,5.27984,,
3,8,2,3,0.25,1048576,9443329,100,738.8,5.54754,,
3,8,2,3,0.5,1048576,9443329,21,154.827,5.75678,,
3,8,2,3,0.75,1048576,9443329,14,104.339,5.41028,,
3,8,2,3,1.,1048576,9443329,15,113.255,4.70294,,
3,8,3,1,0.25,1048576,9443329,100,720.11,5.71447,,
3,8,3,1,0.5,1048576,9443329,69,501.482,5.59863,,
3,8,3,1,0.75,1048576,9443329,30,215.293,4.57696,,
3,8,3,1,1.,1048576,9443329,100,717.534,4.80719,,
3,8,3,2,0.25,1048576,9443329,100,725.218,5.59338,,
3,8,3,2,0.5,1048576,9443329,48,349.812,5.53531,,
3,8,3,2,0.75,1048576,9443329,16,118.255,4.49784,,
3,8,3,2,1.,1048576,9443329,29,209.039,4.83533,,
3,8,3,3,0.25,1048576,9443329,100,736.136,5.57425,,
3,8,3,3,0.5,1048576,9443329,27,197.204,5.50739,,
3,8,3,3,0.75,1048576,9443329,14,104.808,4.66649,,
3,8,3,3,1.,1048576,9443329,16,119.318,4.54503,,
3,9,1,1,0.25,4194304,37761025,100,5481.22,30.1703,,
3,9,1,1,0.5,4194304,37761025,100,5458.93,30.0751,,
3,9,1,1,0.75,4194304,37761025,38,2082.17,29.4511,,
3,9,1,1,1.,4194304,37761025,100,5466.03,30.7101,,
3,9,1,2,0.75,4194304,37761025,17,946.194,31.0161,,
3,9,1,2,1.,4194304,37761025,37,2068.71,30.274,,
1,2,1,1,1.,256,289,6,0.00104559,9.6078e-05,2,0.000293354
1,2,1,2,1.,256,289,5,0.00108833,9.4258e-05,2,0.000301104
1,2,1,3,1.,256,289,5,0.00121652,0.000117338,2,0.000300834
1,2,2,1,1.,256,289,6,0.00101462,8.2288e-05,2,0.000312623
1,2,2,2,1.,256,289,5,0.00101813,9.4738e-05,2,0.000293674
1,2,2,3,1.,256,289,5,0.00118005,0.000105338,2,0.000301814
1,2,3,1,1.,256,289,6,0.000932151,8.1398e-05,2,0.000289504
1,2,3,2,1.,256,289,6,0.00103097,8.6739e-05,2,0.000307474
1,2,3,3,1.,256,289,5,0.00105376,0.000101648,2,0.000298135
1,2,4,1,1.,256,289,11,0.00132438,7.8048e-05,2,0.000291594
1,2,4,2,1.,256,289,10,0.00137459,8.4888e-05,2,0.000294154
1,2,4,3,1.,256,289,10,0.00147325,8.5739e-05,2,0.000302954
1,3,1,1,1.,1024,1089,8,0.00359596,0.000182856,2,0.000610518
1,3,1,2,1.,1024,1089,7,0.00370055,0.000205176,2,0.000624317
1,3,1,3,1.,1024,1089,6,0.00366196,0.000221046,2,0.000607288
1,3,2,1,1.,1024,1089,8,0.00336358,0.000176246,2,0.000600698
1,3,2,2,1.,1024,1089,7,0.00354208,0.000205106,2,0.000626257
1,3,2,3,1.,1024,1089,6,0.0034819,0.000214166,2,0.000610108
1,3,3,1,1.,1024,1089,8,0.0031868,0.000172286,2,0.000614808
1,3,3,2,1.,1024,1089,7,0.00322714,0.000187777,2,0.000622308
1,3,3,3,1.,1024,1089,6,0.00314867,0.000201516,2,0.000642457
1,3,4,1,1.,1024,1089,22,0.0072814,0.000163367,2,0.000638537
1,3,4,2,1.,1024,1089,21,0.00769696,0.000174426,2,0.000632367
1,3,4,3,1.,1024,1089,21,0.0081559,0.000182667,2,0.000633678
1,4,1,1,1.,4096,4225,8,0.0121879,0.000593428,12,0.00287591
1,4,1,2,1.,4096,4225,7,0.0118003,0.000636788,12,0.00288226
1,4,1,3,1.,4096,4225,7,0.0130369,0.000676097,12,0.00287057
1,4,2,1,1.,4096,4225,8,0.0116804,0.000563509,12,0.0028787
1,4,2,2,1.,4096,4225,7,0.0115089,0.000593538,12,0.00287559
1,4,2,3,1.,4096,4225,7,0.0126555,0.000659117,12,0.00287497
1,4,3,1,1.,4096,4225,8,0.0114295,0.000542819,12,0.00288304
1,4,3,2,1.,4096,4225,7,0.0110209,0.000576078,12,0.00286477
1,4,3,3,1.,4096,4225,7,0.0118002,0.000622898,12,0.0028778
1,4,4,1,1.,4096,4225,41,0.0509054,0.00053254,12,0.00287669
1,4,4,2,1.,4096,4225,42,0.0552681,0.000566979,12,0.00288714
1,4,4,3,1.,4096,4225,42,0.0574727,0.000565428,12,0.0029002
1,5,1,1,1.,16384,16641,9,0.0691967,0.00337589,13,0.0120177
1,5,1,2,1.,16384,16641,8,0.0688088,0.00360099,13,0.0120087
1,5,1,3,1.,16384,16641,8,0.0756359,0.00380796,13,0.0120164
1,5,2,1,1.,16384,16641,9,0.0682045,0.00322961,13,0.0120097
1,5,2,2,1.,16384,16641,8,0.0679023,0.00347025,13,0.0120596
1,5,2,3,1.,16384,16641,8,0.0715841,0.00387419,13,0.0120789
1,5,3,1,1.,16384,16641,9,0.0667147,0.00314827,13,0.0120388
1,5,3,2,1.,16384,16641,8,0.0626891,0.00344645,13,0.012029
1,5,3,3,1.,16384,16641,8,0.0687385,0.00354607,13,0.0120195
1,5,4,1,1.,16384,16641,100,0.67311,0.00329788,13,0.0119735
1,5,4,2,1.,16384,16641,90,0.636984,0.00320037,13,0.0119621
1,5,4,3,1.,16384,16641,85,0.628119,0.00330691,13,0.012057
1,6,1,1,1.,65536,66049,10,0.394371,0.0164355,14,0.05538
1,6,1,2,1.,65536,66049,9,0.371975,0.0170213,14,0.0552782
1,6,1,3,1.,65536,66049,9,0.385431,0.0173423,14,0.0558452
1,6,2,1,1.,65536,66049,10,0.391549,0.0164955,14,0.0550724
1,6,2,2,1.,65536,66049,9,0.36525,0.0168374,14,0.0551623
1,6,2,3,1.,65536,66049,9,0.378241,0.0172197,14,0.0555556
1,6,3,1,1.,65536,66049,11,0.420532,0.0164028,14,0.0550976
1,6,3,2,1.,65536,66049,9,0.363629,0.0166738,14,0.0555511
1,6,3,3,1.,65536,66049,9,0.372908,0.0171075,14,0.0551676
1,6,4,1,1.,65536,66049,100,3.69177,0.0162047,14,0.0556131
1,6,4,2,1.,65536,66049,100,3.76087,0.0163192,14,0.0551829
1,6,4,3,1.,65536,66049,100,3.85128,0.0166596,14,0.0554192
1,7,1,1,1.,262144,263169,11,2.00588,0.0764419,15,0.313808
1,7,1,2,1.,262144,263169,10,1.90064,0.0876993,15,0.313462
1,7,1,3,1.,262144,263169,10,1.91868,0.0981546,15,0.316609
1,7,2,1,1.,262144,263169,11,2.07207,0.0867381,15,0.310534
1,7,2,2,1.,262144,263169,10,1.87155,0.0812787,15,0.315051
1,7,2,3,1.,262144,263169,10,1.93261,0.0886282,15,0.310432
1,7,3,1,1.,262144,263169,11,2.02584,0.085543,15,0.310958
1,7,3,2,1.,262144,263169,10,1.88015,0.0878747,15,0.317485
1,7,3,3,1.,262144,263169,10,1.89787,0.0872775,15,0.317668
1,7,4,1,1.,262144,263169,100,17.0353,0.0826555,15,0.311943
1,7,4,2,1.,262144,263169,100,17.3901,0.0803566,15,0.311322
1,7,4,3,1.,262144,263169,100,17.4338,0.0868725,15,0.314255
1,8,1,1,1.,1048576,1050625,11,8.65635,0.351332,17,1.64826
1,8,1,2,1.,1048576,1050625,11,8.69409,0.345012,17,1.64248
1,8,1,3,1.,1048576,1050625,11,8.76206,0.351657,17,1.64027
1,8,2,1,1.,1048576,1050625,11,8.65232,0.346495,17,1.6682
1,8,2,2,1.,1048576,1050625,11,8.80616,0.321512,17,1.64879
1,8,2,3,1.,1048576,1050625,11,8.76916,0.346303,17,1.66868
1,8,3,1,1.,1048576,1050625,11,8.64345,0.322023,17,1.65117
1,8,3,2,1.,1048576,1050625,11,8.67055,0.343393,17,1.68455
1,8,3,3,1.,1048576,1050625,11,8.67392,0.343257,17,1.66531
1,8,4,1,1.,1048576,1050625,100,71.9557,0.327811,17,1.66551
1,8,4,2,1.,1048576,1050625,100,73.2926,0.342476,17,1.65402
1,8,4,3,1.,1048576,1050625,100,72.4087,0.330752,17,1.64704
1,9,1,1,1.,4194304,4198401,12,37.2529,1.47928,17,7.05417
1,9,1,2,1.,4194304,4198401,12,37.7343,1.44683,17,6.91208
1,9,1,3,1.,4194304,4198401,12,37.498,1.44186,17,7.04443
1,9,2,1,1.,4194304,4198401,12,37.0637,1.29989,17,6.98115
1,9,2,2,1.,4194304,4198401,12,37.5399,1.58341,17,6.80075
1,9,2,3,1.,4194304,4198401,12,37.9733,1.45514,17,6.84681
1,9,3,1,1.,4194304,4198401,13,40.3584,1.43079,17,6.90586
1,9,3,2,1.,4194304,4198401,12,37.5925,1.44469,17,6.78143
1,9,3,3,1.,4194304,4198401,12,37.2317,1.44955,17,6.92444
1,9,4,1,1.,4194304,4198401,100,307.395,1.4521,17,6.96855
1,9,4,2,1.,4194304,4198401,100,307.042,1.51272,17,6.76126
1,9,4,3,1.,4194304,4198401,100,307.101,1.40209,17,7.12452
2,2,1,1,1.,256,1089,6,0.0022243,0.000166837,2,0.000627718
2,2,1,2,1.,256,1089,4,0.00202934,0.000187046,2,0.000626078
2,2,1,3,1.,256,1089,4,0.00244588,0.000218966,2,0.000628167
2,2,2,1,1.,256,1089,6,0.00210283,0.000154347,2,0.000630398
2,2,2,2,1.,256,1089,4,0.00192567,0.000184607,2,0.000618669
2,2,2,3,1.,256,1089,4,0.00223141,0.000199686,2,0.000627088
2,2,3,1,1.,256,1089,7,0.00217548,0.000146767,2,0.000628008
2,2,3,2,1.,256,1089,5,0.00200383,0.000159037,2,0.000607458
2,2,3,3,1.,256,1089,4,0.00199513,0.000182687,2,0.000623488
2,2,4,1,1.,256,1089,11,0.00299837,0.000144017,2,0.000630768
2,2,4,2,1.,256,1089,8,0.00265509,0.000153777,2,0.000621828
2,2,4,3,1.,256,1089,8,0.00292913,0.000164807,2,0.000633918
2,3,1,1,1.,1024,4225,7,0.0085419,0.00048651,100,0.0341942
2,3,1,2,1.,1024,4225,6,0.00909529,0.000602108,100,0.0342017
2,3,1,3,1.,1024,4225,6,0.0106386,0.000664177,100,0.0343203
2,3,2,1,1.,1024,4225,7,0.00823098,0.000452691,100,0.0342013
2,3,2,2,1.,1024,4225,6,0.0086597,0.000549939,100,0.0341158
2,3,2,3,1.,1024,4225,6,0.00991645,0.000639108,100,0.0342627
2,3,3,1,1.,1024,4225,8,0.00895524,0.000441341,100,0.0342556
2,3,3,2,1.,1024,4225,5,0.00690328,0.000506651,100,0.034264
2,3,3,3,1.,1024,4225,6,0.00901187,0.000595048,100,0.034257
2,3,4,1,1.,1024,4225,22,0.0215832,0.000430832,100,0.0341775
2,3,4,2,1.,1024,4225,15,0.0164051,0.000452411,100,0.0344
2,3,4,3,1.,1024,4225,16,0.0190828,0.00049747,100,0.0343147
2,4,1,1,1.,4096,16641,9,0.0558224,0.00233932,100,0.134118
2,4,1,2,1.,4096,16641,8,0.0605834,0.00269619,100,0.13376
2,4,1,3,1.,4096,16641,7,0.0623858,0.0030199,100,0.133362
2,4,2,1,1.,4096,16641,9,0.0540878,0.00229681,100,0.133141
2,4,2,2,1.,4096,16641,8,0.0580702,0.00258539,100,0.13318
2,4,2,3,1.,4096,16641,7,0.0597413,0.00289776,100,0.133408
2,4,3,1,1.,4096,16641,10,0.0570808,0.00219989,100,0.13317
2,4,3,2,1.,4096,16641,8,0.0539039,0.00245229,100,0.133908
2,4,3,3,1.,4096,16641,7,0.0534813,0.00267433,100,0.133156
2,4,4,1,1.,4096,16641,35,0.192252,0.00212931,100,0.133434
2,4,4,2,1.,4096,16641,24,0.143674,0.00229865,100,0.133198
2,4,4,3,1.,4096,16641,24,0.156007,0.00244806,100,0.133219
2,5,1,1,1.,16384,66049,10,0.312017,0.0111385,100,0.659686
2,5,1,2,1.,16384,66049,8,0.274681,0.0116684,100,0.657596
2,5,1,3,1.,16384,66049,7,0.262251,0.0120485,100,0.668405
2,5,2,1,1.,16384,66049,10,0.31077,0.0109286,100,0.659257
2,5,2,2,1.,16384,66049,8,0.273911,0.0117651,100,0.662715
2,5,2,3,1.,16384,66049,7,0.261234,0.0121856,100,0.668124
2,5,3,1,1.,16384,66049,11,0.333023,0.0107603,100,0.662529
2,5,3,2,1.,16384,66049,8,0.263735,0.0113002,100,0.655665
2,5,3,3,1.,16384,66049,7,0.245808,0.0116629,100,0.659827
2,5,4,1,1.,16384,66049,83,2.3999,0.0106245,100,0.653715
2,5,4,2,1.,16384,66049,45,1.39212,0.0110079,100,0.669655
2,5,4,3,1.,16384,66049,43,1.39994,0.011642,100,0.656724
2,6,1,1,1.,65536,263169,12,1.90781,0.0838075,100,3.14823
2,6,1,2,1.,65536,263169,9,1.52141,0.0809653,100,3.13826
2,6,1,3,1.,65536,263169,8,1.44422,0.081191,100,3.11592
2,6,2,1,1.,65536,263169,12,1.88935,0.0821468,100,3.13919
2,6,2,2,1.,65536,263169,9,1.50747,0.0821007,100,3.13025
2,6,2,3,1.,65536,263169,8,1.38979,0.0792737,100,3.12017
2,6,3,1,1.,65536,263169,15,2.27339,0.0823312,100,3.1794
2,6,3,2,1.,65536,263169,9,1.46498,0.0820505,100,3.16149
2,6,3,3,1.,65536,263169,8,1.3517,0.0798839,100,3.15476
2,6,4,1,1.,65536,263169,100,14.5157,0.0833543,100,3.04895
2,6,4,2,1.,65536,263169,83,12.2656,0.0824073,100,3.08914
2,6,4,3,1.,65536,263169,83,12.4759,0.0810769,100,3.08629
2,7,1,1,1.,262144,1050625,14,9.13224,0.247167,100,14.0651
2,7,1,2,1.,262144,1050625,11,7.41213,0.256198,100,14.0489
2,7,1,3,1.,262144,1050625,9,6.35425,0.250675,100,14.2291
2,7,2,1,1.,262144,1050625,14,9.0672,0.251149,100,14.2441
2,7,2,2,1.,262144,1050625,11,7.37294,0.253768,100,14.0727
2,7,2,3,1.,262144,1050625,9,6.28532,0.254942,100,14.1618
2,7,3,1,1.,262144,1050625,17,10.8217,0.250336,100,14.1273
2,7,3,2,1.,262144,1050625,11,7.35631,0.245915,100,14.2853
2,7,3,3,1.,262144,1050625,9,6.20538,0.252126,100,14.086
2,7,4,1,1.,262144,1050625,100,61.8745,0.249976,100,14.1488
2,7,4,2,1.,262144,1050625,100,62.5467,0.251241,100,13.9358
2,7,4,3,1.,262144,1050625,100,63.0283,0.254118,100,13.7649
2,8,1,1,1.,1048576,4198401,18,47.1561,0.989856,100,57.3745
2,8,1,2,1.,1048576,4198401,12,32.495,0.993301,100,58.1742
2,8,1,3,1.,1048576,4198401,10,28.0344,1.55693,100,56.0478
2,8,2,1,1.,1048576,4198401,18,47.1141,0.988649,100,56.2583
2,8,2,2,1.,1048576,4198401,12,32.4854,0.994436,100,57.72
2,8,2,3,1.,1048576,4198401,10,27.6814,0.996761,100,57.2147
2,8,3,1,1.,1048576,4198401,22,57.1405,1.58854,100,56.8963
2,8,3,2,1.,1048576,4198401,13,35.0123,1.55904,100,57.5418
2,8,3,3,1.,1048576,4198401,11,30.2945,1.54972,100,58.1299
2,8,4,1,1.,1048576,4198401,100,258.419,1.59117,100,57.3872
2,8,4,2,1.,1048576,4198401,100,260.495,0.990013,100,57.1292
2,8,4,3,1.,1048576,4198401,100,260.523,0.993023,100,57.3655
2,9,1,1,1.,4194304,16785409,23,270.036,5.61178,100,251.757
2,9,1,2,1.,4194304,16785409,14,166.449,5.6661,100,245.752
2,9,1,3,1.,4194304,16785409,12,145.302,5.77444,100,254.665
2,9,2,1,1.,4194304,16785409,23,269.704,5.70983,100,254.76
2,9,2,2,1.,4194304,16785409,14,166.59,5.66879,100,250.722
2,9,2,3,1.,4194304,16785409,12,142.563,5.5852,100,247.288
2,9,3,1,1.,4194304,16785409,29,341.991,5.83288,100,249.352
2,9,3,2,1.,4194304,16785409,15,177.16,5.56524,100,247.101
2,9,3,3,1.,4194304,16785409,12,143.896,5.75586,100,250.545
2,9,4,1,1.,4194304,16785409,100,1192.41,5.62192,100,252.591
2,9,4,2,1.,4194304,16785409,100,1199.02,5.64991,100,250.903
2,9,4,3,1.,4194304,16785409,100,1200.59,5.82788,100,250.04
3,2,1,1,1.,256,2401,8,0.00667966,0.000319214,100,0.0275028
3,2,1,2,1.,256,2401,6,0.00645888,0.000421872,100,0.0275318
3,2,1,3,1.,256,2401,5,0.00677789,0.0005217,100,0.0275889
3,2,2,1,1.,256,2401,8,0.00617472,0.000315194,100,0.0278171
3,2,2,2,1.,256,2401,6,0.00606562,0.000401313,100,0.0275634
3,2,2,3,1.,256,2401,5,0.00632948,0.00050823,100,0.0275384
3,2,3,1,1.,256,2401,9,0.00644845,0.000302274,100,0.0274705
3,2,3,2,1.,256,2401,7,0.00628722,0.000365493,100,0.0275475
3,2,3,3,1.,256,2401,6,0.00650488,0.000440732,100,0.0277203
3,2,4,1,1.,256,2401,14,0.00889231,0.000276955,100,0.0275309
3,2,4,2,1.,256,2401,9,0.00690364,0.000344534,100,0.0275028
3,2,4,3,1.,256,2401,8,0.00713506,0.000377803,100,0.0275416
3,3,1,1,1.,1024,9409,10,0.0377815,0.00151526,100,0.104977
3,3,1,2,1.,1024,9409,8,0.0411223,0.00187641,100,0.10467
3,3,1,3,1.,1024,9409,7,0.0455812,0.0022236,100,0.10536
3,3,2,1,1.,1024,9409,10,0.0365899,0.00149806,100,0.104869
3,3,2,2,1.,1024,9409,8,0.0387701,0.00179856,100,0.104807
3,3,2,3,1.,1024,9409,7,0.0428189,0.00213315,100,0.10471
3,3,3,1,1.,1024,9409,11,0.0380932,0.00144871,100,0.104791
3,3,3,2,1.,1024,9409,7,0.0316381,0.00168331,100,0.104598
3,3,3,3,1.,1024,9409,7,0.0385003,0.00195577,100,0.1047
3,3,4,1,1.,1024,9409,24,0.0755834,0.00132975,100,0.10459
3,3,4,2,1.,1024,9409,14,0.0521968,0.00154248,100,0.104434
3,3,4,3,1.,1024,9409,14,0.0611208,0.00174822,100,0.104675
3,4,1,1,1.,4096,37249,14,0.276595,0.00709447,100,0.473271
3,4,1,2,1.,4096,37249,10,0.229065,0.00782927,100,0.470027
3,4,1,3,1.,4096,37249,8,0.20706,0.00839703,100,0.470656
3,4,2,1,1.,4096,37249,14,0.27168,0.0069842,100,0.475285
3,4,2,2,1.,4096,37249,10,0.222819,0.00767539,100,0.472985
3,4,2,3,1.,4096,37249,8,0.199992,0.00818931,100,0.473289
3,4,3,1,1.,4096,37249,15,0.282842,0.00689906,100,0.477744
3,4,3,2,1.,4096,37249,10,0.213275,0.00731889,100,0.475309
3,4,3,3,1.,4096,37249,8,0.190626,0.00791413,100,0.472786
3,4,4,1,1.,4096,37249,54,0.959042,0.00666643,100,0.484162
3,4,4,2,1.,4096,37249,21,0.406496,0.00710603,100,0.471292
3,4,4,3,1.,4096,37249,20,0.414772,0.00746072,100,0.471457
3,5,1,1,1.,16384,148225,17,1.64458,0.0552389,100,2.32249
3,5,1,2,1.,16384,148225,11,1.1827,0.0546087,100,2.32428
3,5,1,3,1.,16384,148225,9,1.04526,0.0533589,100,2.30104
3,5,2,1,1.,16384,148225,17,1.63357,0.0554831,100,2.32238
3,5,2,2,1.,16384,148225,11,1.16798,0.0526532,100,2.32169
3,5,2,3,1.,16384,148225,9,1.03207,0.0534104,100,2.31891
3,5,3,1,1.,16384,148225,22,2.04805,0.0538936,100,2.31499
3,5,3,2,1.,16384,148225,12,1.2365,0.0545249,100,2.29846
3,5,3,3,1.,16384,148225,9,1.00186,0.0532702,100,2.31983
3,5,4,1,1.,16384,148225,75,6.7663,0.0554436,100,2.33249
3,5,4,2,1.,16384,148225,29,2.77094,0.0552982,100,2.31763
3,5,4,3,1.,16384,148225,26,2.56801,0.053697,100,2.26348
3,6,1,1,1.,65536,591361,30,12.0878,0.236878,100,9.84223
3,6,1,2,1.,65536,591361,15,6.51952,0.233611,100,9.82585
3,6,1,3,1.,65536,591361,11,5.02424,0.230676,100,9.92275
3,6,2,1,1.,65536,591361,36,14.6868,0.234763,100,9.88002
